fuente,archivo_origen,id_registro_original,clave_habilitacion,nombre_original,rubro_original,descripcion_original,patron_detectado,categoria_panaderia,confianza_categoria,motivo_categoria,direccion_original,comuna_original,barrio_original,lat,lon,calidad_geo,fecha_habilitacion,observaciones,fuentes_que_lo_detectan,cantidad_fuentes,es_duplicado_probable,grupo_duplicado,confianza_match,requiere_revision_manual,registros_agrupados,comuna_efectiva,barrio_efectivo,nivel_universo
F02,f02_habilitaciones_aprobadas_2015_2018.csv,144882,308198/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"FALCON, RAMON L.,CNEL. 2843",,,-34.631848,-58.468195,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0484,media,no,2,7,Flores,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,417481,308221,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,FITZ ROY 2317,,,-34.579297,-58.430673,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0485,unica,no,1,14,Palermo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,310430,308250/7,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,QUEVEDO 3789,,,-34.608728,-58.521607,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0486,unica,si,1,11,Villa Devoto,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,218723,308315/6,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MORENO 1295,,,-34.612107,-58.384621,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0487,unica,no,1,1,Monserrat,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,237882,308384,,Elaboración de productos de panadería n.c.p.,,elaboracion_panaderia_ncp,elaboracion_ncp,0.9,Rubro de nucleo: elaboracion_panaderia_ncp,HEREDIA 582,,,-34.586118,-58.464578,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0488,media,no,2,15,Villa Ortuzar,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,64048,308441,,Elaboración de productos de panadería n.c.p.,,elaboracion_panaderia_ncp,elaboracion_ncp,0.9,Rubro de nucleo: elaboracion_panaderia_ncp,ARGENTINA AV. 5654,,,-34.672955,-58.479266,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0489,media,no,2,8,Villa Lugano,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,64049,308442,,Elaboración de productos de panadería n.c.p.,,elaboracion_panaderia_ncp,elaboracion_ncp,0.9,Rubro de nucleo: elaboracion_panaderia_ncp,ARGENTINA AV. 5674,,,-34.672958,-58.479374,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0490,media,no,2,8,Villa Lugano,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,240452,308501,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,LA PAMPA 4218,,,-34.575227,-58.472041,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0491,unica,si,1,15,Villa Ortuzar,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,415339,308524/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,SAN BENITO DE PALERMO 1615,,,-34.567594,-58.432651,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0492,unica,si,1,14,Palermo,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,220406,308547/1,Compañia General De Franquicias S.A.,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,"- Se agrega autorización de emplazamiento mediante Disposición Nº 1258-DGIUR-2016.-
- Sin envíos a domicilio.-",coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,RECONQUISTA 516,1,,-34.601831,-58.372578,cache_usig_exacta,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0493,media,si,3,1,San Nicolas,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,278636,308667,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,NOGOYA 4661,,,-34.61345,-58.509743,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0494,media,no,3,11,Villa Devoto,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,424936,308710/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"ALVAREZ, JULIAN 2097",,,-34.603082,-58.464744,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0495,unica,no,1,11,Villa Gral. Mitre,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,447840,308717/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,GUEMES 2991,,,-34.591833,-58.40882,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0496,media,no,2,2,Recoleta,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,426704,308742,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MALABIA 1510,,,-34.59130624,-58.42794847,cache_fuente_oficial,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0497,unica,no,1,14,Palermo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,313433,334504,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,BERMUDEZ 1615,,,-34.622915,-58.504903,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0498,unica,si,1,10,Monte Castro,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,195097,335843,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,REPUBLICA BOLIVARIANA DE VENEZUELA 3501,,,-34.617222,-58.415732,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0499,unica,no,1,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,431495,336043,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MALABIA 1395,,,-34.592266,-58.429207,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0500,media,no,2,14,Palermo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,219061,336128,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,ENTRE RIOS AV. 530,,,-34.615318,-58.39157,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0501,media,no,2,1,Monserrat,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,335661,336227/4,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,JURAMENTO 1700,,,-34.558065,-58.449933,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0502,media,no,3,13,Belgrano,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,205460,336429/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,RIVADAVIA AV. 2027,,,-34.609353,-58.395334,cache_usig_exacta,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0503,media,no,2,3,Balvanera,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,221073,336490/8,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,ESMERALDA 266,,,-34.605326,-58.378019,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0504,unica,no,1,1,San Nicolas,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,34479,336549,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,COSQUIN 2682,,,-34.665971,-58.500784,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0505,unica,no,1,9,Mataderos,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,425933,336593/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"CABRERA, JOSE A. 4501",,,-34.59345,-58.427287,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0506,unica,si,1,14,Palermo,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,445383,336629/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,LAPRIDA 1802,,,-34.589203,-58.401872,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0507,unica,si,1,2,Recoleta,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,149386,336720,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,PEDERNERA 294,,,-34.632689,-58.462628,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0508,unica,no,1,7,Flores,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,427440,336901/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,SANTA FE AV. 3934,,,-34.583229,-58.418928,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0509,unica,si,1,14,Palermo,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,6518,336950,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,LOPE DE VEGA 303,,,-34.63503,-58.499897,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0510,media,no,2,10,Villa Luro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,13367,337128/3,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,PIERES 767,,,-34.647406,-58.508964,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0511,unica,no,1,9,Liniers,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,445214,337197,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,LAS HERAS GENERAL AV. 2340,,,-34.587102,-58.397768,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0512,unica,no,1,2,Recoleta,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,330249,337415,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,AZURDUY JUANA 3468,,,-34.556092,-58.476148,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0513,unica,si,1,12,Coghlan,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,279450,337727,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,ALVAREZ JONTE AV. 4873,,,-34.620151,-58.506616,cache_usig_exacta,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0514,media,no,2,10,Monte Castro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,178745,337873,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,CORRIENTES AV. 3828,,,-34.603504,-58.418497,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0515,unica,no,1,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,133700,337893/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,GAONA AV. 2682,,,-34.615662,-58.463933,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0516,unica,no,1,7,Flores,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,405385,338057/21,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"DUMONT, SANTOS 2481",,,-34.574216,-58.43938,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0517,unica,si,1,14,Palermo,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,151228,338085,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,RIVADAVIA AV. 3910,,,-34.611646,-58.421275,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0518,unica,no,1,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,31638,338689,,Elaboración de productos de panadería n.c.p.,,elaboracion_panaderia_ncp,elaboracion_ncp,0.9,Rubro de nucleo: elaboracion_panaderia_ncp,BRAGADO 5714,,,-34.65153,-58.500436,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0519,media,no,2,9,Mataderos,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,453172,338789/3,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,ESMERALDA 874,,,-34.598121,-58.378378,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0520,unica,no,1,1,Retiro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,440135,339057/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,AYACUCHO 975,,,-34.597769,-58.395994,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0521,unica,si,1,2,Recoleta,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,176106,339200,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,DIAZ VELEZ AV. 5540,,,-34.608013,-58.444422,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0522,unica,no,1,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,378285,339339,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,ROOSEVELT FRANKLIN D. 1722,,,-34.553622,-58.45415,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0523,unica,no,1,13,Belgrano,A
